Product ID,Handle,Title,URL,Status,Published,Total Variants,In Stock Variants,Out of Stock Variants,Inventory %,Option 1 Name,Option 2 Name,Option 1 Values,Option 2 Values
9220361290001,usa-performance-heather-t-shirt,USA Performance Heather T-Shirt,https://www.rudis.com/products/usa-performance-heather-t-shirt,Active,true,7,0,7,0.0,Color,Size,Heather Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9513312321809,wrestling-mom-2024-t-shirt,Wrestling Mom 2024 T-Shirt,https://www.rudis.com/products/wrestling-mom-2024-t-shirt,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9220248699153,usa-flag-1-4-zip-windbreaker,USA Flag 1/4 Zip Windbreaker,https://www.rudis.com/products/usa-flag-1-4-zip-windbreaker,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9391159542033,rudis-throwdown-elite-wrestling-shorts,RUDIS Throwdown Elite Wrestling Shorts,https://www.rudis.com/products/rudis-throwdown-elite-wrestling-shorts,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9547382063377,rudis-6-mesh-shorts-army-green,"RUDIS 6"" Mesh Shorts - Army Green",https://www.rudis.com/products/rudis-6-mesh-shorts-army-green,Active,true,7,0,7,0.0,Color,Size,Army Green,"2XL, 3XL, LG, MD, SM, XL, XS"
9547405263121,rudis-8-mesh-shorts-army-green,"RUDIS 8"" Mesh Shorts - Army Green",https://www.rudis.com/products/rudis-8-mesh-shorts-army-green,Active,true,7,0,7,0.0,Color,Size,Army Green,"2XL, 3XL, LG, MD, SM, XL, XS"
9555093717265,rudis-cool-feel-crewneck-navy,RUDIS COOL-FEEL Crewneck - Navy,https://www.rudis.com/products/rudis-cool-feel-crewneck-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9220135190801,usa-ultimate-polo,USA Ultimate Polo,https://www.rudis.com/products/usa-ultimate-polo,Active,true,7,0,7,0.0,Color,Size,Midnight,"2XL, 3XL, LG, MD, SM, XL, XS"
9555450364177,rudis-performance-long-sleeve-lunar-gray,RUDIS Performance Long Sleeve - Lunar Gray,https://www.rudis.com/products/rudis-performance-long-sleeve-lunar-gray,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9244106785041,usa-cool-feel-crewneck,USA COOL-FEEL Crewneck,https://www.rudis.com/products/usa-cool-feel-crewneck,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9547460378897,rudis-cool-feel-hoodie-dark-clay,RUDIS COOL-FEEL Hoodie - Dark Clay,https://www.rudis.com/products/rudis-cool-feel-hoodie-dark-clay,Active,true,7,0,7,0.0,Color,Size,Dark Clay,"2XL, 3XL, LG, MD, SM, XL, XS"
9555015565585,rudis-performance-uniform-jacket-bone,RUDIS Performance Uniform Jacket - Bone,https://www.rudis.com/products/rudis-performance-uniform-jacket-bone,Active,true,7,0,7,0.0,Color,Size,Bone,"2XL, 3XL, LG, MD, SM, XL, XS"
9554937348369,rudis-cool-feel-jogger-roger,RUDIS COOL-FEEL Jogger - ROGER,https://www.rudis.com/products/rudis-cool-feel-jogger-roger,Active,true,7,0,7,0.0,Color,Size,Roger,"2XL, 3XL, LG, MD, SM, XL, XS"
9555450233105,rudis-performance-long-sleeve-black,RUDIS Performance Long Sleeve - Black,https://www.rudis.com/products/rudis-performance-long-sleeve-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9555182584081,rudis-go-to-polo-ice,RUDIS Go-To Polo - Ice,https://www.rudis.com/products/rudis-go-to-polo-ice,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9555015598353,rudis-performance-uniform-jacket-lunar-gray,RUDIS Performance Uniform Jacket - Lunar Gray,https://www.rudis.com/products/rudis-performance-uniform-jacket-lunar-gray,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9554976407825,rudis-performance-uniform-pants-lunar-gray,RUDIS Performance Uniform Pants - Lunar Gray,https://www.rudis.com/products/rudis-performance-uniform-pants-lunar-gray,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9547381801233,rudis-6-mesh-shorts-navy,"RUDIS 6"" Mesh Shorts - Navy",https://www.rudis.com/products/rudis-6-mesh-shorts-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9547460608273,rudis-cool-feel-hoodie-navy,RUDIS COOL-FEEL Hoodie - Navy,https://www.rudis.com/products/rudis-cool-feel-hoodie-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
8781308231953,rudis-ninety-5-youth-wrestling-shoes-orange,RUDIS Ninety-5 Youth Wrestling Shoes - Orange,https://www.rudis.com/products/rudis-ninety-5-youth-wrestling-shoes-orange,Active,true,7,0,7,0.0,Color,Size,Orange,"1Y, 2Y, 3Y/4.5W, 4.5Y/6W, 4Y/5.5W, 5.5Y/7W, 5Y/6.5W"
9554976276753,rudis-performance-uniform-pants-bone,RUDIS Performance Uniform Pants - Bone,https://www.rudis.com/products/rudis-performance-uniform-pants-bone,Active,true,7,0,7,0.0,Color,Size,Bone,"2XL, 3XL, LG, MD, SM, XL, XS"
9555420512529,rudis-performance-t-shirt-maroon,RUDIS Performance Stretch T-Shirt - Maroon,https://www.rudis.com/products/rudis-performance-t-shirt-maroon,Active,true,7,0,7,0.0,Color,Size,Maroon,"2XL, 3XL, LG, MD, SM, XL, XS"
9555420184849,rudis-performance-t-shirt-dark-clay,RUDIS Performance Stretch T-Shirt - Dark Clay,https://www.rudis.com/products/rudis-performance-t-shirt-dark-clay,Active,true,7,0,7,0.0,Color,Size,Dark Clay,"2XL, 3XL, LG, MD, SM, XL, XS"
9555883622673,rudis-gold-standard-pants-navy,RUDIS Gold Standard Pants - Navy,https://www.rudis.com/products/rudis-gold-standard-pants-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555935002897,rudis-womens-lightweight-shorts-navy,RUDIS Women's Lightweight Shorts - Navy,https://www.rudis.com/products/rudis-womens-lightweight-shorts-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555883720977,rudis-gold-standard-pants-red,RUDIS Gold Standard Pants - Red,https://www.rudis.com/products/rudis-gold-standard-pants-red,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9547405000977,rudis-8-mesh-shorts-red,"RUDIS 8"" Mesh Shorts - Red",https://www.rudis.com/products/rudis-8-mesh-shorts-red,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9555979632913,rudis-1-4-zip-windbreaker-black,RUDIS 1/4 Zip Windbreaker - Black,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9554937053457,rudis-cool-feel-jogger-navy,RUDIS COOL-FEEL Jogger - Navy,https://www.rudis.com/products/rudis-cool-feel-jogger-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555934806289,rudis-womens-lightweight-shorts-ice,RUDIS Women's Lightweight Shorts - Ice,https://www.rudis.com/products/rudis-womens-lightweight-shorts-ice,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9582843691281,rudis-shining-star-usa-womens-elite-2-0-singlet,RUDIS Shining Star USA Women's Elite 2.0 Singlet,https://www.rudis.com/products/rudis-shining-star-usa-womens-elite-2-0-singlet,Active,true,7,0,7,0.0,Color,Size,Light Blue,"2XL, 3XL, LG, MD, SM, XL, XS"
9547460706577,rudis-cool-feel-hoodie-roger,RUDIS COOL-FEEL Hoodie - ROGER,https://www.rudis.com/products/rudis-cool-feel-hoodie-roger,Active,false,7,0,7,0.0,Color,Size,Roger,"2XL, 3XL, LG, MD, SM, XL, XS"
9555979862289,rudis-1-4-zip-windbreaker-lunar-gray,RUDIS 1/4 Zip Windbreaker - Lunar Gray,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-lunar-gray,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9564804841745,rudis-elite-terry-crewneck-black,RUDIS Elite Terry Crewneck - Black,https://www.rudis.com/products/rudis-elite-terry-crewneck-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9564804776209,rudis-elite-terry-crewneck-athletic-heather-gray,RUDIS Elite Terry Crewneck - Athletic Heather Gray,https://www.rudis.com/products/rudis-elite-terry-crewneck-athletic-heather-gray,Active,true,7,0,7,0.0,Color,Size,Athletic Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9555420610833,rudis-performance-t-shirt-navy,RUDIS Performance Stretch T-Shirt - Navy,https://www.rudis.com/products/rudis-performance-t-shirt-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600044269841,blank-crewneck-heather-gray-custom3,Tradition Crewneck - Heather Gray,https://www.rudis.com/products/blank-crewneck-heather-gray-custom3,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600044302609,blank-hoodie-heather-gray-custom3,Tradition Hoodie - Heather Gray,https://www.rudis.com/products/blank-hoodie-heather-gray-custom3,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600044368145,blank-hoodie-heather-gray-custom2,Tradition Hoodie - Heather Gray,https://www.rudis.com/products/blank-hoodie-heather-gray-custom2,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600045646097,blank-crewneck-heather-gray-custom1,Tradition Crewneck - Heather Gray,https://www.rudis.com/products/blank-crewneck-heather-gray-custom1,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600045842705,blank-hoodie-navy-custom3,Tradition Hoodie - Navy,https://www.rudis.com/products/blank-hoodie-navy-custom3,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600045678865,blank-hoodie-heather-gray-custom1,Tradition Hoodie - Heather Gray,https://www.rudis.com/products/blank-hoodie-heather-gray-custom1,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9555979698449,rudis-1-4-zip-windbreaker-ice,RUDIS 1/4 Zip Windbreaker - Ice,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-ice,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9554976211217,rudis-performance-uniform-pants-black,RUDIS Performance Uniform Pants - Black,https://www.rudis.com/products/rudis-performance-uniform-pants-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9556056244497,rudis-performance-uniform-short-ice,RUDIS Performance Uniform Short - Ice,https://www.rudis.com/products/rudis-performance-uniform-short-ice,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9555979960593,rudis-1-4-zip-windbreaker-navy,RUDIS 1/4 Zip Windbreaker - Navy,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555420348689,rudis-performance-t-shirt-dark-olive,RUDIS Performance Stretch T-Shirt - Dark Olive,https://www.rudis.com/products/rudis-performance-t-shirt-dark-olive,Active,true,7,0,7,0.0,Color,Size,Dark Olive,"2XL, 3XL, LG, MD, SM, XL, XS"
9600044531985,blank-hoodie-navy-custom1,Tradition Hoodie - Navy,https://www.rudis.com/products/blank-hoodie-navy-custom1,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555420709137,rudis-performance-t-shirt-white,RUDIS Performance Stretch T-Shirt - White,https://www.rudis.com/products/rudis-performance-t-shirt-white,Active,true,7,0,7,0.0,Color,Size,White,"2XL, 3XL, LG, MD, SM, XL, XS"
9556016333073,rudis-gold-standard-jacket-navy,RUDIS Gold Standard Jacket - Navy,https://www.rudis.com/products/rudis-gold-standard-jacket-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046268689,blank-joggers-black-custom1,Tradition Joggers - Black,https://www.rudis.com/products/blank-joggers-black-custom1,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9556056211729,rudis-performance-uniform-short-carbon,RUDIS Performance Uniform Short - Carbon,https://www.rudis.com/products/rudis-performance-uniform-short-carbon,Active,true,7,0,7,0.0,Color,Size,Carbon,"2XL, 3XL, LG, MD, SM, XL, XS"
9582843756817,rudis-shining-star-usa-boys-elite-singlet,RUDIS Shining Star USA Boy's Elite Singlet,https://www.rudis.com/products/rudis-shining-star-usa-boys-elite-singlet,Active,true,7,0,7,0.0,Color,Size,Light Blue,"Y2XS, Y3XS, YLG, YMD, YSM, YXL, YXS"
9555883360529,rudis-gold-standard-pants-black,RUDIS Gold Standard Pants - Black,https://www.rudis.com/products/rudis-gold-standard-pants-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046334225,blank-joggers-black-custom3,Tradition Joggers - Black,https://www.rudis.com/products/blank-joggers-black-custom3,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9555006554385,rudis-te-full-zip-jacket-navy,RUDIS TE Full Zip Jacket - Navy,https://www.rudis.com/products/rudis-te-full-zip-jacket-navy,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9564811755793,rudis-elite-terry-crewneck-royal,RUDIS Elite Terry Crewneck - Royal,https://www.rudis.com/products/rudis-elite-terry-crewneck-royal,Active,true,7,0,7,0.0,Color,Size,Royal,"2XL, 3XL, LG, MD, SM, XL, XS"
9600045089041,blank-hoodie-navy-custom2,Tradition Hoodie - Navy,https://www.rudis.com/products/blank-hoodie-navy-custom2,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600044564753,blank-crewneck-heather-gray-custom2,Tradition Crewneck - Heather Gray,https://www.rudis.com/products/blank-crewneck-heather-gray-custom2,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600045449489,blank-crewneck-white-custom1,2025 Junior National Tournament Crewneck,https://www.rudis.com/products/blank-crewneck-white-custom1,Active,true,7,0,7,0.0,Color,Size,White,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046694673,blank-joggers-navy-custom1,Tradition Joggers - Navy,https://www.rudis.com/products/blank-joggers-navy-custom1,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046858513,blank-joggers-heather-gray-custom3,Tradition Joggers - Heather Gray,https://www.rudis.com/products/blank-joggers-heather-gray-custom3,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046432529,blank-joggers-navy-custom2,Tradition Joggers - Navy,https://www.rudis.com/products/blank-joggers-navy-custom2,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050331921,cool-feel-womens-fitted-crew-olive-custom2,COOL-FEEL Women's Fitted Crew - Olive,https://www.rudis.com/products/cool-feel-womens-fitted-crew-olive-custom2,Active,true,7,0,7,0.0,Color,Size,Olive,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046399761,blank-joggers-heather-gray-custom1,Tradition Joggers - Heather Gray,https://www.rudis.com/products/blank-joggers-heather-gray-custom1,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051020049,rudis-1-4-zip-windbreaker-navy-custom2,RUDIS 1/4 Zip Windbreaker - Navy,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-navy-custom2,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9555846168849,rudis-te-vest-black,RUDIS TE Vest - Black,https://www.rudis.com/products/rudis-te-vest-black,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046629137,blank-joggers-heather-gray-custom2,Tradition Joggers - Heather Gray,https://www.rudis.com/products/blank-joggers-heather-gray-custom2,Active,true,7,0,7,0.0,Color,Size,Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600049905937,cool-feel-womens-fitted-crew-black-custom1,COOL-FEEL Women's Fitted Crew - Black,https://www.rudis.com/products/cool-feel-womens-fitted-crew-black-custom1,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050495761,cool-feel-womens-fitted-crew-roger-custom3,COOL-FEEL Women's Fitted Crew - ROGER,https://www.rudis.com/products/cool-feel-womens-fitted-crew-roger-custom3,Active,true,7,0,7,0.0,Color,Size,ROGER,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050102545,cool-feel-womens-fitted-crew-olive-custom1,COOL-FEEL Women's Fitted Crew - Olive,https://www.rudis.com/products/cool-feel-womens-fitted-crew-olive-custom1,Active,true,7,0,7,0.0,Color,Size,Olive,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050462993,cool-feel-womens-fitted-crew-cocoa-custom2,COOL-FEEL Women's Fitted Crew - Cocoa,https://www.rudis.com/products/cool-feel-womens-fitted-crew-cocoa-custom2,Active,true,7,0,7,0.0,Color,Size,Cocoa,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050037009,cool-feel-womens-fitted-crew-cocoa-custom1,COOL-FEEL Women's Fitted Crew - Cocoa,https://www.rudis.com/products/cool-feel-womens-fitted-crew-cocoa-custom1,Active,true,7,0,7,0.0,Color,Size,Cocoa,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051052817,rudis-1-4-zip-windbreaker-navy-custom1,RUDIS 1/4 Zip Windbreaker - Navy,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-navy-custom1,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050561297,cool-feel-womens-fitted-crew-lunar-gray-custom3,COOL-FEEL Women's Fitted Crew - Lunar Gray,https://www.rudis.com/products/cool-feel-womens-fitted-crew-lunar-gray-custom3,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050626833,cool-feel-womens-fitted-crew-black-custom2,COOL-FEEL Women's Fitted Crew - Black,https://www.rudis.com/products/cool-feel-womens-fitted-crew-black-custom2,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9600072712465,rudis-elite-terry-crewneck-royal-custom2,RUDIS Elite Terry Crewneck - Royal,https://www.rudis.com/products/rudis-elite-terry-crewneck-royal-custom2,Active,true,7,0,7,0.0,Color,Size,Royal,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051282193,rudis-1-4-zip-windbreaker-red-custom2,RUDIS 1/4 Zip Windbreaker - Red,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-red-custom2,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050430225,cool-feel-womens-fitted-crew-olive-custom3,COOL-FEEL Women's Fitted Crew - Olive,https://www.rudis.com/products/cool-feel-womens-fitted-crew-olive-custom3,Active,true,7,0,7,0.0,Color,Size,Olive,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050921745,cool-feel-womens-fitted-crew-cocoa-custom3,COOL-FEEL Women's Fitted Crew - Cocoa,https://www.rudis.com/products/cool-feel-womens-fitted-crew-cocoa-custom3,Active,true,7,0,7,0.0,Color,Size,Cocoa,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073072913,rudis-elite-terry-hoodie-athletic-heather-gray-custom3,RUDIS Elite Terry Hoodie - Athletic Heather Gray,https://www.rudis.com/products/rudis-elite-terry-hoodie-athletic-heather-gray-custom3,Active,true,7,0,7,0.0,Color,Size,Athletic Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073793809,rudis-elite-terry-hoodie-ice-custom1,RUDIS Elite Terry Hoodie - Ice,https://www.rudis.com/products/rudis-elite-terry-hoodie-ice-custom1,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051183889,rudis-1-4-zip-windbreaker-red-custom1,RUDIS 1/4 Zip Windbreaker - Red,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-red-custom1,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074121489,rudis-elite-terry-hoodie-white-custom1,RUDIS Elite Terry Hoodie - White,https://www.rudis.com/products/rudis-elite-terry-hoodie-white-custom1,Active,true,7,0,7,0.0,Color,Size,White,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051380497,rudis-1-4-zip-windbreaker-red-custom3,RUDIS 1/4 Zip Windbreaker - Red,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-red-custom3,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073826577,rudis-elite-terry-hoodie-red-custom2,RUDIS Elite Terry Hoodie - Red,https://www.rudis.com/products/rudis-elite-terry-hoodie-red-custom2,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600051085585,rudis-1-4-zip-windbreaker-navy-custom3,RUDIS 1/4 Zip Windbreaker - Navy,https://www.rudis.com/products/rudis-1-4-zip-windbreaker-navy-custom3,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074907921,rudis-elite-terry-jogger-white-custom1,RUDIS Elite Terry Jogger - White,https://www.rudis.com/products/rudis-elite-terry-jogger-white-custom1,Active,true,7,0,7,0.0,Color,Size,White,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073367825,rudis-elite-terry-hoodie-ice-custom2,RUDIS Elite Terry Hoodie - Ice,https://www.rudis.com/products/rudis-elite-terry-hoodie-ice-custom2,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050364689,cool-feel-womens-fitted-crew-roger-custom1,COOL-FEEL Women's Fitted Crew - ROGER,https://www.rudis.com/products/cool-feel-womens-fitted-crew-roger-custom1,Active,true,7,0,7,0.0,Color,Size,ROGER,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074187025,rudis-elite-terry-hoodie-red-custom3,RUDIS Elite Terry Hoodie - Red,https://www.rudis.com/products/rudis-elite-terry-hoodie-red-custom3,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074055953,rudis-elite-terry-hoodie-red-custom1,RUDIS Elite Terry Hoodie - Red,https://www.rudis.com/products/rudis-elite-terry-hoodie-red-custom1,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050069777,cool-feel-womens-fitted-crew-lunar-gray-custom1,COOL-FEEL Women's Fitted Crew - Lunar Gray,https://www.rudis.com/products/cool-feel-womens-fitted-crew-lunar-gray-custom1,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073695505,rudis-elite-terry-hoodie-navy-custom3,RUDIS Elite Terry Hoodie - Navy,https://www.rudis.com/products/rudis-elite-terry-hoodie-navy-custom3,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050233617,cool-feel-womens-fitted-crew-black-custom3,COOL-FEEL Women's Fitted Crew - Black,https://www.rudis.com/products/cool-feel-womens-fitted-crew-black-custom3,Active,true,7,0,7,0.0,Color,Size,Black,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074875153,rudis-elite-terry-jogger-red-custom3,RUDIS Elite Terry Jogger - Red,https://www.rudis.com/products/rudis-elite-terry-jogger-red-custom3,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073531665,rudis-elite-terry-hoodie-navy-custom1,RUDIS Elite Terry Hoodie - Navy,https://www.rudis.com/products/rudis-elite-terry-hoodie-navy-custom1,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073400593,rudis-elite-terry-hoodie-ice-custom3,RUDIS Elite Terry Hoodie - Ice,https://www.rudis.com/products/rudis-elite-terry-hoodie-ice-custom3,Active,true,7,0,7,0.0,Color,Size,Ice,"2XL, 3XL, LG, MD, SM, XL, XS"
9600050266385,cool-feel-womens-fitted-crew-lunar-gray-custom2,COOL-FEEL Women's Fitted Crew - Lunar Gray,https://www.rudis.com/products/cool-feel-womens-fitted-crew-lunar-gray-custom2,Active,true,7,0,7,0.0,Color,Size,Lunar Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073957649,rudis-elite-terry-hoodie-royal-custom3,RUDIS Elite Terry Hoodie - Royal,https://www.rudis.com/products/rudis-elite-terry-hoodie-royal-custom3,Active,true,7,0,7,0.0,Color,Size,Royal,"2XL, 3XL, LG, MD, SM, XL, XS"
9600074613009,rudis-elite-terry-jogger-red-custom1,RUDIS Elite Terry Jogger - Red,https://www.rudis.com/products/rudis-elite-terry-jogger-red-custom1,Active,true,7,0,7,0.0,Color,Size,Red,"2XL, 3XL, LG, MD, SM, XL, XS"
9600046924049,blank-joggers-navy-custom3,Tradition Joggers - Navy,https://www.rudis.com/products/blank-joggers-navy-custom3,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073040145,rudis-elite-terry-hoodie-athletic-heather-gray-custom2,RUDIS Elite Terry Hoodie - Athletic Heather Gray,https://www.rudis.com/products/rudis-elite-terry-hoodie-athletic-heather-gray-custom2,Active,true,7,0,7,0.0,Color,Size,Athletic Heather Gray,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073171217,rudis-elite-terry-crewneck-navy-custom2,RUDIS Elite Terry Crewneck - Navy,https://www.rudis.com/products/rudis-elite-terry-crewneck-navy-custom2,Active,true,7,0,7,0.0,Color,Size,Navy,"2XL, 3XL, LG, MD, SM, XL, XS"
9600073892113,rudis-elite-terry-hoodie-royal-custom1,RUDIS Elite Terry Hoodie - Royal,https://www.rudis.com/products/rudis-elite-terry-hoodie-royal-custom1,Active,true,7,0,7,0.0,Color,Size,Royal,"2XL, 3XL, LG, MD, SM, XL, XS"
9600072778001,rudis-elite-terry-crewneck-royal-custom3,RUDIS Elite Terry Crewneck - Royal,https://www.rudis.com/products/rudis-elite-terry-crewneck-royal-custom3,Active,true,7,0,7,0.0,Color,Size,Royal,"2XL, 3XL, LG, MD, SM, XL, XS"
